,index,SN,isDyn,isHqe,gain,resolution,dcr,pde,tts,amplitude,HV,PvsV,SvsN,risetime,falltime,fwhm,tts_ss
17224,17224,PA2002-2559,0,1,10515420.210665926,0.2885560119478032,9.599414673633873,32.30324216012377,10.293663740196626,5.81305602410251,1689.8499669282392,4.049702611116918,0.07285375586817582,4.937722886516749,18.564752933624717,7.8062362687504,5.0000229324376075
17225,17225,PA2002-2555,0,1,10378793.267515946,0.34423964494839315,14.10718187992461,33.0150950270084,10.950265034195812,17.593462041734423,1768.8414369377085,3.8825581755320764,0.09155882779253939,4.5651473908912275,19.82793596177713,7.821131775747568,4.458948685008892
17226,17226,EA7147,1,0,9597420.0,0.3,14.1,26.35,5.71,6.23,1836.0,3.69,0.076,6.85,11.38,12.08,0.4426919909430222
17227,17227,PA1705-401,0,0,11245800.0,0.33,31.0,28.21,6.52,5.3,1983.0,5.7,0.061,1.43,27.98,11.48,4.95453623669843
17228,17228,PA2002-1013,0,1,9941444.723023102,0.3223947551427409,20.804330602521077,29.58298711470949,9.892143185094259,7.792989275645434,1754.992717602716,5.932305953580806,0.07866662824384246,1.4048866793247206,18.390680811111938,7.028934999476237,5.243066282610989
17229,17229,PA2003-1054,0,1,10592758.327998735,0.33385654052719477,31.589320272905752,28.228565198737968,13.115449006820915,7.149485583953156,1703.4617192656399,4.79487217630313,0.07428086086269246,4.536353402006682,11.449700369841254,7.02600457314104,5.01574774124529
17230,17230,EA7146,1,0,10162200.0,0.25,47.2,27.76,7.13,6.43,1856.0,3.29,0.073,6.89,10.22,11.9,1.5122980760651883
17231,17231,PA2003-2566,0,1,10249181.58468894,0.2840064560249448,32.766497269272804,32.786313744856876,9.44116704077319,6.303519593091623,1779.2458854617933,4.709599165035898,0.072102815589119,6.221910370545366,19.63182152276531,8.096581361013055,4.5726966233636945
17232,17232,PA1709-1455,0,0,10683300.0,0.31,48.2,28.87,9.8,7.8,1775.0,3.41,0.082,6.69,18.24,8.19,5.47134933020436
17233,17233,EA7148,1,0,10150400.0,0.28,13.3,29.66,5.92,6.49,1742.0,3.37,0.077,7.05,10.8,10.89,0.021473444066941738
17234,17234,PA2003-2519,0,1,9859234.071758887,0.3144010796421208,15.67410134873353,30.849878557971405,8.616862402890273,7.909513319069086,1798.5384157403507,2.7147644719321233,0.08461519601523966,4.849288286537625,11.603351321709201,7.630191606343462,5.2996486819574296
17235,17235,PA2002-2561,0,1,10159580.922555178,0.39744325334439057,32.54131342796609,32.41650688791804,10.233140334567176,6.55627121731771,1721.4789359373663,3.0682136089484358,0.07484817912701872,4.930490631466259,16.52164211139046,8.136866246950897,4.199576247096341
17236,17236,PA2002-2517,0,1,10695933.065973222,0.27629485898418354,23.567993275355548,27.188675105241906,10.93275082291104,7.844455592002458,1736.7569749636307,3.634104396634444,0.07195454906352095,4.732037193487666,10.009727570249067,7.585550007411229,5.391250477124707
17237,17237,EA7261,1,0,9763330.0,0.26,14.8,29.54,6.14,6.44,1861.0,4.81,0.074,7.26,8.83,11.91,1.70090467712975
17238,17238,PA2002-1011,0,1,10488269.2585513,0.2814627476711758,16.239466605708003,29.05719670585219,10.027714519048427,7.107643053999951,1736.8505529002412,3.355036275466441,0.06696467768591807,6.526225908312748,16.47271058768508,7.966106193705469,5.450036019970319
17239,17239,PA2002-2540,0,1,10127330.038776916,0.2898556941491552,13.008180475328118,31.944713737117127,10.218416224214794,7.892760305016598,1693.8188290328585,5.146522285770624,0.07440814643349676,4.988494810015895,18.2478937042228,7.628742402809641,4.767824210961642
17240,17240,EA7260,1,0,9836460.0,0.25,13.9,27.68,6.84,6.34,1820.0,4.44,0.073,7.33,9.98,11.4,1.072237108602282
17241,17241,PA2001-2617,0,1,10463053.091631996,0.32279111437499525,12.324204260716215,25.326039688739304,11.915757362439763,7.923226624012233,1757.627929444704,4.30674804340196,0.06771137448941775,4.953735624433462,17.74127477461138,7.759051052259167,4.722535983379178
17242,17242,PA2001-1007,0,1,9914794.227690747,0.3440649354970083,35.452592918183655,30.69004093688273,8.193767532076919,6.33016556079621,1747.1425843962847,4.145425725839725,0.07380745370839419,4.750686650199126,10.800964103994723,7.969653511887065,4.41659443964357
17243,17243,PA1711-1540C,0,0,10500000.0,0.28,30.0,32.18,9.13,7.34,1737.0,3.81,0.074,4.56,18.52,8.11,5.189546781700714
17244,17244,EA7256,1,0,9707170.0,0.26,17.1,28.32,6.76,6.34,1677.0,4.51,0.077,7.37,10.68,11.57,0.9940223438111513
17245,17245,PA2002-1056,0,1,9965068.545434624,0.3800168071943335,6.003163166809827,25.772896365611814,9.317055276554433,7.024732215322278,1792.713497590038,3.160362226597808,0.07285343024805885,4.731036111755164,21.43557916612674,7.424443331824589,5.330046242982274
17246,17246,PA2003-2547,0,1,10419302.601187358,0.31713457488222047,34.20081204758026,30.16375403582739,11.327815355661293,8.726213366259953,1822.1319590531855,3.1097625661997816,0.07762011311183545,4.512317001880761,17.100173755845713,8.746865839570424,4.7528195857728175
17247,17247,EA7257,1,0,9800090.0,0.29,12.8,26.79,5.22,6.48,1957.0,3.34,0.076,6.59,10.64,11.48,1.0886014688532335
17248,17248,PA1706-630,0,0,10456400.0,0.31,16.0,27.61,8.89,5.43,1769.0,5.35,0.076,1.45,24.18,10.3,5.025122090514582
17249,17249,PA2003-1052,0,1,10095954.518162686,0.2886766309035011,33.76473294966854,31.006636481790324,9.080514794587888,5.92951842461957,1738.8140052278186,3.235065115416686,0.07552315220593342,4.454575104313768,18.407635679862842,7.736681178971259,5.589787476736698
17250,17250,PA2003-2522,0,1,10283525.781511433,0.2921835044329055,20.080291857244447,29.457552907999514,9.786574994898688,7.573802383209403,1744.7863331157207,4.661266686891318,0.07129330051987123,6.712621170869273,18.31405273329254,7.516936411040944,5.328544272355011
17251,17251,EA7197,1,0,10275800.0,0.29,17.0,29.56,7.09,6.56,1877.0,3.56,0.072,6.75,10.14,11.52,1.1930907318965147
17252,17252,PA2003-2592,0,1,10062140.203417838,0.34597315915161747,34.750764277996495,30.395463838071244,8.522574345693476,8.01208184115323,1777.78382643154,3.166876266588894,0.09550367439476154,4.383708865361499,18.61656631660817,7.9489586051170225,5.561402453874987
17253,17253,PA2003-2528,0,1,10518444.857838195,0.3283546739560552,40.547827563248575,29.31157591496595,8.675421984441282,8.949608348512301,1734.5261163248279,3.8905150185341864,0.06977825702257019,4.661517687144807,20.01242624237103,7.228433455565404,4.926798149407188
17254,17254,EA7195,1,0,10160700.0,0.31,12.9,26.73,6.15,6.64,1910.0,4.07,0.075,6.96,10.44,11.77,0.4570110870184193
17255,17255,PA2003-2570,0,1,10985315.96592938,0.3213754281005822,20.853412040276453,30.387281811340166,10.251182307805907,6.3295466608041036,1766.9930520819682,3.881692480002652,0.06743949495759115,4.9200797199078465,17.447377315264113,7.901775608508867,5.315010489941554
17256,17256,PA2003-2515,0,1,10215494.766393676,0.28332187130814424,59.26875234791078,28.466826003510437,9.070414349324121,8.041781408400409,1780.8047514233504,3.1973922117013664,0.07390242390174628,4.158422498361962,17.3082801659625,7.921199198585085,5.519544074202537
17257,17257,PA2003-1017,0,1,10445115.811591478,0.35167886944022025,24.93489392963238,31.138968190023053,10.470549797920002,7.981073878868764,1760.300621963092,2.8742737022798797,0.07026010702844822,4.352497903427361,18.95262479042077,8.360104492161033,5.23238953428299
17258,17258,EA7193,1,0,10081200.0,0.26,8.0,27.45,7.49,6.33,1875.0,4.39,0.081,7.1,10.01,11.63,1.1741534892733785
17259,17259,PA2002-2557,0,1,10328893.315105846,0.2934666904015467,16.581288730958477,25.805696807708593,9.208860171637507,4.541447221341322,1787.3831309617149,3.6164412278098217,0.07077666350897988,7.007497138325772,17.78550168526501,7.525210831898922,3.3246260277780575
17260,17260,PA2002-2525,0,1,9905332.706347108,0.3129918083548546,14.077398794237524,30.803192922612652,8.469123325853184,7.296331455165998,1870.6751801386024,3.463970531170403,0.08127350371787029,4.809295375076273,16.1747535795543,8.343410498704284,0.44101038893515415
17261,17261,PA2003-2533,0,1,11433593.36764862,0.3204601260507479,34.169519995339215,30.74310617678566,9.796116363047286,7.088526771530245,1850.0614969442158,3.237528260089498,0.07185663584553506,4.802985467142636,11.87279977081908,8.184794729179496,5.5030535002291385
17262,17262,EA7196,1,0,9924330.0,0.27,11.6,27.11,6.76,6.55,1877.0,3.29,0.083,6.71,10.18,11.26,0.4559759619265375
17263,17263,PA2003-2607,0,1,10894934.993673943,0.34132433326216416,28.615546906832606,26.156954790407305,7.7757889633852875,7.472771991449483,1792.2459618082967,4.327320562175399,0.07561063879491273,4.275806747740468,16.12716016845869,8.371241457379645,4.182833662055433
17264,17264,PA2003-2539,0,1,10233988.147984881,0.3551805646042339,38.158286824356765,30.68501247804878,9.013673973107602,7.76752349143323,1813.7067057651752,4.4242685010752965,0.0750114280326048,5.287068378691769,18.655928433774726,7.960921274980901,5.399144901302191
17265,17265,EA7200,1,0,9676790.0,0.29,8.9,27.04,7.3,6.22,1837.0,3.72,0.076,7.07,10.13,11.89,1.1677725663595357
17266,17266,PA2003-1025,0,1,10475951.0644995,0.313674851921387,20.351357543608174,32.93479140997969,8.977147499043252,8.956662860469006,1727.9782030459276,2.5129974065111336,0.07176746158076598,6.9066862394876685,15.209707750829265,7.686027241802222,5.322336624563409
17267,17267,PA2002-2527,0,1,11132116.862763135,0.34120266189565884,37.10673715011217,27.13857315806673,7.017213941615534,6.7667581295178305,1747.6142249789725,4.467455489125731,0.07902921322389157,4.904407926602411,17.267473737656292,7.707060401937829,5.0465025614632095
17268,17268,PA2003-1034,0,1,10821516.263075173,0.3460139560163953,45.20523219672032,32.40504505508576,7.568574284560947,7.865705053250797,1729.3682081803602,3.6288295489602853,0.07057829147430356,3.9048679996228133,17.582892851953154,7.893778895180888,4.655267688231193
17269,17269,EA7214,1,0,9990130.0,0.25,15.3,27.72,6.22,6.52,1993.0,3.39,0.072,6.31,11.0,11.17,0.39277938835714993
17270,17270,PA2003-2585,0,1,9925649.071945386,0.28920899354852736,29.868419186212122,31.575508897848948,9.963999631089221,8.649991551223183,1766.5101160921058,3.3444886257241087,0.06997344593445355,4.605005922642599,17.77068765917901,7.926153572365814,5.138771086608717
17271,17271,PA2003-1061,0,1,10501420.637866748,0.295420817041304,16.226197235053405,27.07877539362954,9.920635084068373,7.077764886686119,1737.3971872187549,3.7597153346152,0.06803084658376794,4.517264649435031,11.952663572928445,7.957092006068155,4.895337224467012
17272,17272,EA7149,1,0,10080000.0,0.28,10.9,26.88,6.09,6.73,1825.0,3.37,0.073,6.45,9.97,10.45,0.8771324687989781
17273,17273,PA2002-2594,0,1,10909367.363834754,0.3544293184764683,29.418165204580873,30.35035686294156,9.568992159997954,6.681741834756098,1720.9509752632491,4.353156327768753,0.0711427864494995,6.365290889500686,17.694863264246663,7.040202035442976,4.4819666469756445
17274,17274,PA2003-2518,0,1,10384991.265457984,0.3348124400875531,42.892910161288455,30.630535376258194,9.161435435708208,7.698256059599405,1736.101088314487,3.8226744718713896,0.07207994060460828,4.225892030789689,16.79208803262514,7.841373650224333,5.238351701735828
17275,17275,PA2001-1155,0,1,9500759.73734259,0.3266946900286712,19.142896245000884,29.582890362449692,10.374342686552408,6.3274368040842965,1726.4807095442693,3.1462192809693432,0.0859447286118402,4.94956462153798,18.543237483739897,7.90835060194995,5.052372435143616
17276,17276,EA6968,1,0,9877530.0,0.28,18.9,30.47,5.88,6.46,1774.0,3.85,0.072,6.42,9.93,10.49,1.5952449417604067
17277,17277,PA2003-2512,0,1,9896352.097421885,0.2959996650437825,22.00383138260804,28.83935281462771,9.905359282607346,8.418961441559855,1657.1654883899998,4.317254949680113,0.07991882467233163,4.790552797505497,16.210032461464703,7.791025098328941,5.746574102658845
17278,17278,PA1708-1016,0,0,10480000.0,0.36,37.7,27.96,7.64,8.11,1639.0,3.1,0.071,4.56,17.6,7.75,5.31743768887963
17279,17279,EA4461,1,0,9746320.0,0.33,12.2,30.48,7.01,6.16,1747.0,3.3,0.082,6.57,9.23,10.38,0.8266687471092352
17280,17280,PA2003-2561,0,1,9923085.282349493,0.33162559606600556,41.434613078599796,32.36927917323864,11.172679263028332,7.23146181121597,1738.6165102762827,3.7679048994146065,0.06955847530300789,4.931094741892339,18.611898754919867,7.619420881751013,5.0061126161607366
17281,17281,PA2003-1001,0,1,11171280.673061099,0.2891156418202445,16.851208614651114,28.08293750899953,11.793795734004638,7.522508767054392,1716.7860142505845,3.7886128495200246,0.07152368433473542,4.737749432887224,17.78798948070096,7.6970509112220675,5.483649891507548
17282,17282,PA2002-1055,0,1,9585335.342139006,0.2995274130417966,31.00141941430047,30.885636717409145,13.553710858600594,7.387699657848629,1665.3712245591437,7.6793156875181054,0.071521674350855,4.749506542316933,17.548509579192867,7.608425698773754,3.5352426529503305
17283,17283,EA6966,1,0,9994460.0,0.27,13.2,30.46,6.71,6.77,1818.0,3.26,0.079,6.46,9.76,10.46,1.4119929159922457
17284,17284,PA2003-2583,0,1,10378267.425655937,0.335371599434875,22.385966449044645,31.148625152711958,11.185715981126291,8.477001549488671,1719.8414237758886,2.488102744363237,0.07168714098101013,4.8947695668470335,16.091941180645204,7.6826533168410425,5.203371734347777
17285,17285,PA2001-1061,0,1,10188940.978778733,0.34810956139815974,38.537915205350146,32.36040162530521,10.500007229026718,6.124147126994202,1693.856082522544,3.928679936759399,0.08294717754584296,4.693425712875979,16.08626927964256,7.901637539994128,6.107210548683677
17286,17286,EA1274,1,0,9933110.0,0.28,10.9,27.46,5.58,6.76,1809.0,3.65,0.078,6.43,9.7,10.4,0.613213379865601
17287,17287,PA1912-1354,0,1,9954472.927972676,0.4065172628010623,46.98871498298831,30.97969541120851,9.663977950116474,7.885261081014443,1774.2329305373075,2.982877506023759,0.07575601689253844,4.771075379270614,18.279382905357735,7.980385589017483,5.709025727370199
17288,17288,PA1912-1352,0,1,10323508.150495974,0.34528764311457055,35.692760847043246,30.393426110106528,9.148432404932445,8.047315867312403,1768.1292599013784,4.7396460427250116,0.07093493041193451,6.806052141549708,17.742119943758663,8.228357229047106,5.216323379746641
17289,17289,PA2002-1040,0,1,10563876.231853422,0.3143669939902611,12.174377681687474,31.669371288549154,11.140283791434296,8.46897233200324,1733.3336454404225,4.1863717236273645,0.09912268221657727,4.650263079282658,16.694392716771222,7.981452590527136,5.137776086548536
17290,17290,EA6755,1,0,9809000.0,0.28,9.1,25.12,6.43,6.53,1810.0,3.66,0.077,6.55,9.87,10.43,0.7386953089208831
17291,17291,PA2001-2579,0,1,10219851.631562,0.32116233331616967,21.465505216969177,35.21567925484846,9.042039313318346,7.385712154399175,1711.5357343571943,5.622134768598296,0.07473671042181196,4.731961703654709,16.511185678310092,7.016970633103784,4.6386956415151355
17292,17292,PA2001-1057,0,1,10576687.417358447,0.29516351782716815,53.84764685831033,30.182733695281463,11.039484384094722,9.035676004629178,1783.9345314484426,4.171665677039444,0.07529308319030595,4.948889282381103,18.06715674081043,8.304313137176516,5.678467494353442
17293,17293,EA6754,1,0,9742060.0,0.28,11.8,28.46,6.87,6.81,1942.0,4.29,0.086,5.93,9.25,10.02,1.0765542714348777
17294,17294,PA2001-2620,0,1,10390379.414307192,0.33514363426016647,18.192141954554245,28.184198519964095,9.20349439655138,7.530163250691697,1738.8159343500351,4.384069506402091,0.07359676095857068,4.717677497478234,17.807566436680972,7.509225309355103,5.976735174311506
17295,17295,PA2003-1137,0,1,10667105.539281456,0.3966508538508788,55.28790460783057,31.805489331179377,9.404277313382632,7.526599895797926,1803.5600762347706,4.387232987445391,0.07848346890905426,1.6604403869435191,18.03672870462612,7.874020251081359,5.121199631105695
17296,17296,PA1708-1443,0,0,10209800.0,0.3,42.5,29.99,10.41,8.57,1772.0,4.4,0.076,4.54,12.19,7.38,2.971760492778849
17297,17297,EA6969,1,0,10045600.0,0.28,13.8,27.64,6.49,6.88,1920.0,4.36,0.074,6.34,9.19,10.35,1.091860074961608
17298,17298,PA2003-1121,0,1,10412337.089817632,0.3798759267642163,23.54434280586429,29.31537750216999,8.592650360581974,7.391193124532222,1724.8076932589788,5.240309656609369,0.07090459083054089,4.647091410879663,18.23983160337799,8.250362764824397,4.5823257154648065
17299,17299,PA2003-1140,0,1,10945552.178947255,0.32397746345261114,22.403047686442733,29.261194018903186,10.409463222849316,1.0037730741281328,1812.2952057039695,4.946980650464127,0.07027939449819166,4.7935832389758986,17.777197330251823,7.896224192989732,5.06555531489075
17300,17300,EA6753,1,0,9911180.0,0.24,11.5,29.05,7.08,6.61,1861.0,3.95,0.076,6.26,9.71,10.39,1.1050387727128557
17301,17301,PA2003-2594,0,1,10907693.354054354,0.324706953484565,24.587566670030355,30.098713670118265,8.320672104495989,7.22987545448532,1726.3257609799846,6.060226735344068,0.07342643667030732,4.727631059503149,12.498526905915366,8.29599669585098,4.773263249158619
17302,17302,PA2003-2618,0,1,9913982.177774113,0.32418011623667553,23.799483383307233,29.014579146668044,8.914918671795427,7.59065345623271,1804.6867215488928,6.778154241913663,0.09155073119569242,4.797718649739307,17.56938719258534,7.661984224710513,4.794550684875694
17303,17303,PA2003-1107,0,1,9664761.134386063,0.33770654796622696,39.69838728476316,30.44458655430936,8.06257288766757,7.722759315863184,1674.5386422080508,3.1368808472626926,0.07167650399746402,4.598313183583166,16.0689613925185,7.674336575268636,5.45395053110935
17304,17304,EA6752,1,0,9747440.0,0.28,9.3,28.61,7.47,6.68,1885.0,4.07,0.082,6.38,9.92,10.08,0.8155703673239898
17305,17305,PA1704-544,0,0,10422100.0,0.3,26.9,27.8,10.01,8.05,1786.0,4.39,0.069,4.54,16.91,7.52,4.346011322732678
17306,17306,PA2002-2607,0,1,9922210.650154285,0.37408682733075693,43.00248671043664,33.08776536339429,9.458754461384382,7.665148404806441,1661.5029604255237,9.824308555200693,0.07215486443649943,4.963413365606273,18.98965142172781,7.521995118204343,4.034442151684128
17307,17307,EA6794,1,0,10049500.0,0.28,11.7,27.02,6.35,6.39,1893.0,4.24,0.078,6.87,10.31,11.42,0.4425335206511155
17308,17308,PA1709-1041,0,0,10275700.0,0.35,37.1,29.11,9.86,7.38,1709.0,3.12,0.076,4.28,17.39,7.88,5.0143124997807815
