115 115 PA1704-193B 0 0 10485100.0 0.35 18.9 27.13 10.43 5.21 1829.0 5.12 0.069 1.46 29.49 10.52 5.730245292549125 45.92487439729157 0.01088120608329773 0.030332561937838592
116 116 PA70F 0 1 10065100.0 0.29 15.3 31.02 8.93 6.04 1896.0 4.96 0.079 4.75 10.28 7.28 5.248361708890867 42.871129978304296 0.0033049456920291073 0.030619518280660587
117 117 EA0220 1 0 10143100.0 0.28 22.9 29.78 6.62 6.6 2088.0 3.08 0.088 5.76 11.12 11.17 1.3294142131812496 35.774737103309484 -0.000245756195192282 0.09965363352186979
118 118 PA71F 0 1 10437300.0 0.3 21.6 32.01 9.21 7.13 1782.0 4.36 0.079 4.84 18.66 8.46 5.338214446698729 40.49786666218191 0.012632252988456648 0.030276433151049727
119 119 PA72F 0 1 10438300.0 0.34 54.8 30.42 10.13 7.95 1784.0 2.94 0.076 4.58 12.04 7.51 5.580287181540595 39.80855031557381 0.00786890331881257 0.031083038115519185
120 120 PA73F 0 1 10174900.0 0.31 18.5 29.62 8.53 7.16 1768.0 3.51 0.079 4.53 19.42 8.02 5.650176154655048 40.65766921271817 0.00409908825545616 0.02977876591689584
121 121 EA0337 1 0 10305300.0 0.28 24.2 31.81 5.5 6.66 1693.0 3.16 0.076 7.5 9.89 11.58 1.2464188455120393 44.02552272281509 0.0004556896188278155 0.10085117167048156
122 122 PA74F 0 1 10917800.0 0.3 9.4 32.37 9.45 7.57 1784.0 5.0 0.072 4.11 18.32 8.35 5.0705287858480155 42.640306175173905 0.007306746468693141 0.027258328838403047
123 123 PA75F 0 1 10158600.0 0.3 16.0 31.19 9.0 7.61 1756.0 3.75 0.084 4.59 17.84 7.48 5.082299435531723 40.346480290704285 0.010627334509044885 0.0299470106754452
124 124 EA0287 1 0 9995190.0 0.36 21.4 25.08 5.8 6.19 1844.0 2.67 0.082 7.19 10.67 12.01 1.3185720705048622 39.00606643191725 -6.645293449983e-05 0.11190652948513487
125 125 PA76F 0 1 9708630.0 0.31 26.2 25.94 8.35 8.64 1823.0 3.56 0.086 4.55 10.46 7.18 4.891613126427187 41.35645773221014 0.007542021600622684 0.028436899388674646
126 126 PA77F 0 1 10372200.0 0.32 19.0 31.71 9.77 7.79 1973.0 3.15 0.082 4.56 12.3 7.56 5.578893188933085 39.955388477575035 0.011545601753424853 0.02777502915915102
127 127 PA1705-595 0 0 10450400.0 0.32 22.5 27.66 8.19 6.76 1784.0 6.45 0.073 1.45 23.55 9.51 4.954253049491464 36.861884701957166 0.010338030812694764 0.02960793431382869
